,Identity No,Surname,Given Name,Date of Birth,Gender,Document No,Nationality,Date of Expire,Mother's name,Father's name,Issuing Authority
465,35016004515,YÜKSEL,ÜLKÜM,13.04.1963,K/F,E05M77418,TC/TUR,28.10.2025,GÜNEBAKAN,ERGÖNÜL,T.C. İÇIŞLERI BAKANLIĞI
466,42405139331,İHSANOĞLU,BEHREM,01.02.1915,E/M,O39M18898,TC/TUR,06.12.2024,KIFAYE,VARGIN,T.C. İÇIŞLERI BAKANLIĞI
467,76690923111,HANÇER,RAKIDE,27.06.1942,K/F,P21E59104,COD,14.05.2025,CEVALE,FUZULI,T.C. İÇIŞLERI BAKANLIĞI
468,32893622345,DURDU,TEMIME,30.05.1955,K/F,E90O38768,NRU,12.12.2030,GÜNVER,ÜLFET,T.C. İÇIŞLERI BAKANLIĞI
469,37028520342,AKÇAY,ERGÜN,24.07.1941,E/M,N18E27388,TC/TUR,05.11.2029,SEBIGÜL,TEMUÇIN,T.C. İÇIŞLERI BAKANLIĞI
470,48794734574,YÜKSEL,ŞEMSETTIN,01.06.1998,E/M,X47O51353,TC/TUR,05.02.2027,MEFHARET,UÇAN,T.C. İÇIŞLERI BAKANLIĞI
471,63262535432,HAYRIOĞLU,KOÇKAN,08.03.1931,E/M,A70M96907,IRL,28.07.2022,TULE,OKTÜREMIŞ,T.C. İÇIŞLERI BAKANLIĞI
472,95380398075,DEMIR,SERDA,09.12.1951,K/F,I56B22059,TC/TUR,25.08.2029,KARDELEN,ÖZAKAN,T.C. İÇIŞLERI BAKANLIĞI
473,11177171628,SEZGIN,BILGÜTAY,05.01.1972,E/M,X90K64334,TC/TUR,20.02.2025,PEMBESIN,ATILGAN,T.C. İÇIŞLERI BAKANLIĞI
474,81504161241,SEZGIN,SÜMEYYE,14.07.1912,E/M,P19M95579,TC/TUR,29.07.2026,NECILAL,TANPINAR,T.C. İÇIŞLERI BAKANLIĞI
475,49172347338,HAYRIOĞLU,ALPCAN,02.04.1925,E/M,Y84T22963,TC/TUR,22.08.2026,TAN,SAFET,T.C. İÇIŞLERI BAKANLIĞI
476,42002944652,ASLAN,AYDURU,21.04.1911,K/F,M14K74456,TC/TUR,02.05.2022,İMRIHAN,MÜRIT,T.C. İÇIŞLERI BAKANLIĞI
477,55017598318,SAKARYA,DIVAN,16.03.1916,K/F,K85Y53351,TC/TUR,06.03.2023,SAIRE,SERDA,T.C. İÇIŞLERI BAKANLIĞI
478,12451731630,AKSU,MIHIN,12.07.1950,E/M,E70H32089,TC/TUR,14.11.2030,GÜLZADIYE,ARISOY,T.C. İÇIŞLERI BAKANLIĞI
479,25547424365,ŞAFAK,ALSOY,17.05.1952,K/F,Z83N86510,TC/TUR,26.04.2028,NEVSALE,VARGIN,T.C. İÇIŞLERI BAKANLIĞI
480,9379140002,AKDENIZ,ZERIDE,13.06.1947,K/F,O22A96918,TC/TUR,07.10.2024,SEVGEN,ABDURRAHMAN,T.C. İÇIŞLERI BAKANLIĞI
481,46490279593,DEMIR,ŞELÂLE,07.02.1999,K/F,H47E02564,TC/TUR,27.03.2028,GÜLDAM,MAHSUN,T.C. İÇIŞLERI BAKANLIĞI
482,19260282381,ŞAMA,BIRSEN,19.12.2006,E/M,T12T24151,JPN,02.10.2029,GÜNVER,CANDENIZ,T.C. İÇIŞLERI BAKANLIĞI
483,92187669095,ŞENER,ŞELÂLE,10.04.1963,K/F,B50Z99209,TC/TUR,07.07.2027,ÇILGA,ECEMIŞ,T.C. İÇIŞLERI BAKANLIĞI
484,53955248400,ARSLAN,KAŞIF,04.08.1974,E/M,I57N04419,TC/TUR,17.02.2023,İKLIM,ZIYAETTIN,T.C. İÇIŞLERI BAKANLIĞI
485,94812873989,YILDIRIM,HUZURI,26.10.1997,E/M,X98X68725,TC/TUR,02.12.2026,CEDIDE,SAYDAM,T.C. İÇIŞLERI BAKANLIĞI
486,91156321010,AKÇAY,RIFKIYE,17.08.1958,K/F,T77A60515,TC/TUR,10.11.2025,HASRET,İMAM,T.C. İÇIŞLERI BAKANLIĞI
487,43839969316,GÜLEN,GÖKPERI,12.06.1985,K/F,Y14X11176,TC/TUR,06.12.2022,FERHAN,GÖRKLÜ,T.C. İÇIŞLERI BAKANLIĞI
488,91018442032,KISAKÜREK,TEMIRHAN,12.05.1960,E/M,I62I59744,TC/TUR,31.12.2021,SIDAR,SAYDAM,T.C. İÇIŞLERI BAKANLIĞI
489,32748847581,ERDOĞAN,ZEBIRCE,22.08.1936,K/F,O04O32130,IRQ,15.10.2029,HAFIZA,ACAR,T.C. İÇIŞLERI BAKANLIĞI
490,52092483371,SEVEN,GÜNŞEN,30.06.1929,E/M,X89Y91517,TC/TUR,07.08.2027,HÜSNÜHÂL,SALKIN,T.C. İÇIŞLERI BAKANLIĞI
491,9288154661,ZENGIN,GÜLNAZIYE,03.02.1963,K/F,K93B56876,TC/TUR,23.10.2023,NURIYET,CEMALETTIN,T.C. İÇIŞLERI BAKANLIĞI
492,44347706313,AKÇA,NIYAZI,19.09.1913,E/M,Z54N97613,TC/TUR,31.05.2023,FEHMIYE,DEMIRIZ,T.C. İÇIŞLERI BAKANLIĞI
493,86204682552,GÜÇLÜ,AZIZE,17.02.1948,K/F,E48H60533,TC/TUR,08.05.2029,HABIBE,HATEM,T.C. İÇIŞLERI BAKANLIĞI
494,14496874757,SEZER,HINDAL,30.03.1926,E/M,Y61I28469,TC/TUR,09.03.2030,GÜNEBAKAN,YENERAL,T.C. İÇIŞLERI BAKANLIĞI
495,27167714458,ERTAŞ,GÜLEV,30.01.1990,K/F,M81T07296,TC/TUR,21.02.2030,ARIPINAR,BAYMAN,T.C. İÇIŞLERI BAKANLIĞI
496,9868138679,TEVETOĞLU,İMGE,07.05.2002,K/F,E93I50469,HRV,30.09.2025,MIYESSER,CÜNEYIT,T.C. İÇIŞLERI BAKANLIĞI
497,34908138803,İHSANOĞLU,BAŞAY,24.09.1922,E/M,Y93M44565,TC/TUR,25.04.2029,BIRGÜL,GENÇAY,T.C. İÇIŞLERI BAKANLIĞI
498,44563985261,SOYLU,ŞIDE,04.01.2009,E/M,T81B27016,TC/TUR,05.12.2025,CEDIDE,TOĞAN,T.C. İÇIŞLERI BAKANLIĞI
499,34637210836,ÜLKER,AVUNÇ,23.04.1959,K/F,P38P40560,TC/TUR,07.04.2029,FEHMIYE,ÖNCEL,T.C. İÇIŞLERI BAKANLIĞI
500,13060659377,DURDU,AĞMUR,13.04.1969,E/M,Y28N56123,TC/TUR,24.12.2025,KÜBRAN,SERDA,T.C. İÇIŞLERI BAKANLIĞI
501,16462599361,SAKARYA,ŞAHIGÜL,31.07.2003,K/F,O84T30120,TC/TUR,26.09.2029,PERINUR,EMIN,T.C. İÇIŞLERI BAKANLIĞI
502,85302721106,AKGÜNDÜZ,KILIÇBAY,21.03.1944,E/M,O57B42762,TC/TUR,06.03.2029,ÜÇGÜL,CEVHERI,T.C. İÇIŞLERI BAKANLIĞI
503,24190662832,YILMAZ,AHTER,06.07.1978,K/F,M27N81296,TC/TUR,20.06.2024,GÜLSEVIL,TEVS,T.C. İÇIŞLERI BAKANLIĞI
504,92370108176,YÜKSEL,GÜLBIYE,07.06.2001,K/F,X98M84991,TC/TUR,18.08.2023,HAYRÜNNISA,TULUN,T.C. İÇIŞLERI BAKANLIĞI
505,60721250028,SOYLU,ABDULKADIR,03.07.2004,E/M,H98M92336,TC/TUR,17.03.2029,GÜNGÖREN,KALGAY,T.C. İÇIŞLERI BAKANLIĞI
506,19844170500,ZORLU,DORUKHAN,02.11.1983,E/M,Z48Y82469,TC/TUR,20.07.2025,HAZINE,ARGU,T.C. İÇIŞLERI BAKANLIĞI
507,51306680150,SEZGIN,LÜTFI,30.11.1967,E/M,B87K23774,TC/TUR,26.07.2031,SEFER,BARIŞCAN,T.C. İÇIŞLERI BAKANLIĞI
508,54780617742,YÜKSEL,AYGÖNENÇ,15.11.2008,K/F,X80E16501,BHR,10.05.2027,BENICE,YARGI,T.C. İÇIŞLERI BAKANLIĞI
509,64907035154,SEVEN,MEHMETZAHIR,28.09.2009,E/M,I07K99857,TC/TUR,10.03.2027,SEÇGÜL,BASIM,T.C. İÇIŞLERI BAKANLIĞI
510,84775726173,ÇAMURCUOĞLU,NEVSALE,11.08.1941,K/F,X88X58963,TC/TUR,01.07.2029,YILDIZ,MILAY,T.C. İÇIŞLERI BAKANLIĞI
511,61811968938,GÜÇLÜ,AYDURU,18.08.1988,K/F,M03P07595,TC/TUR,08.09.2022,AYLIL,ÖZEL,T.C. İÇIŞLERI BAKANLIĞI
512,21249269023,İHSANOĞLU,URHAN,05.04.1993,E/M,X98M08294,TC/TUR,12.05.2028,MAHNAZ,YASAN,T.C. İÇIŞLERI BAKANLIĞI
513,50054599584,ARSOY,SIDKI,07.03.1914,E/M,N04T02686,TC/TUR,16.04.2029,TAN,YANKI,T.C. İÇIŞLERI BAKANLIĞI
514,28530859486,DURMUŞ,BAYDU,04.02.1947,E/M,Y30E29096,TC/TUR,16.05.2024,KIFAYE,MÜRIT,T.C. İÇIŞLERI BAKANLIĞI
515,3763722879,ERGÜL,İKIZ,20.10.1974,E/M,P85I90057,TC/TUR,16.05.2030,ZEBIRCE,ASIM,T.C. İÇIŞLERI BAKANLIĞI
516,92003260860,YILDIRIM,DURUÖZ,01.12.1957,E/M,B42B48543,TC/TUR,05.09.2023,EMAL,ERGENER,T.C. İÇIŞLERI BAKANLIĞI
517,16533925881,İHSANOĞLU,ÖZBILGE,25.11.1971,K/F,Z68K92405,TC/TUR,07.06.2027,GABEL,OMACA,T.C. İÇIŞLERI BAKANLIĞI
518,14391602281,ÇETIN,HANBIKEN,19.10.1918,K/F,B60N78458,TC/TUR,30.12.2023,PERMUN,HAYALI,T.C. İÇIŞLERI BAKANLIĞI
519,72052450571,AKÇA,MÜJDE,21.12.2003,K/F,M35N29815,TC/TUR,10.09.2022,AKGÜNEŞ,FILIT,T.C. İÇIŞLERI BAKANLIĞI
520,40607457331,HAYRIOĞLU,GÜLDAM,19.07.1919,K/F,P86Z48161,TC/TUR,20.02.2025,MECIDE,ÖZERTEM,T.C. İÇIŞLERI BAKANLIĞI
521,11513240688,KORUTÜRK,NEVSALE,03.05.1992,K/F,I71B01568,TC/TUR,07.05.2030,İHSAN,EVCIMEN,T.C. İÇIŞLERI BAKANLIĞI
522,748755569,GÜL,SABIHE,22.11.2007,K/F,P04M55454,TC/TUR,25.11.2025,GÜLŞEREF,KADER,T.C. İÇIŞLERI BAKANLIĞI
523,49366798777,KISAKÜREK,PEREN,29.01.1979,K/F,P95M47244,TC/TUR,24.08.2024,YEKBUN,AKDURMUŞ,T.C. İÇIŞLERI BAKANLIĞI
524,38299107840,ERGÜL,KOÇKAN,11.11.2006,E/M,M16M05137,TC/TUR,22.05.2028,RAYLA,ŞEFI,T.C. İÇIŞLERI BAKANLIĞI
525,29479912578,ŞENSOY,BATIRHAN,30.10.1954,E/M,H60X94300,TC/TUR,03.11.2028,KERIME,TAYAYDIN,T.C. İÇIŞLERI BAKANLIĞI
526,80813413793,AKDENIZ,KOCABAŞ,04.11.2010,E/M,P49X20179,TC/TUR,30.11.2026,HEKIME,BORAHAN,T.C. İÇIŞLERI BAKANLIĞI
527,13003798783,ZORLU,TOMURCUK,17.03.2004,K/F,K50A20288,TC/TUR,13.06.2026,ŞAHINDER,FAZUL,T.C. İÇIŞLERI BAKANLIĞI
528,49404164395,AKÇA,MENIŞAN,05.05.1952,K/F,K13H39641,TC/TUR,27.02.2022,RAKIDE,RECEPALI,T.C. İÇIŞLERI BAKANLIĞI
529,84898031910,ARSOY,ÖZYURT,28.12.1985,K/F,X67Y04408,TC/TUR,09.06.2030,GANIYE,DINÇKOL,T.C. İÇIŞLERI BAKANLIĞI
530,27807963561,SOYLU,UYGUN,04.04.1991,E/M,Y10T69621,TC/TUR,03.03.2022,GÜLZADIYE,KALGAY,T.C. İÇIŞLERI BAKANLIĞI
531,28538772935,ŞAFAK,KASIM,25.03.1922,E/M,Z45N61635,TC/TUR,10.01.2022,SÜLEYLA,URALTAY,T.C. İÇIŞLERI BAKANLIĞI
532,39963019133,ERTAŞ,YÜMUN,06.03.1977,E/M,A71Z06368,TC/TUR,28.02.2031,SAIRE,TAYYIP,T.C. İÇIŞLERI BAKANLIĞI
533,63626461703,AKAR,HEZNIYE,18.07.1964,K/F,H27T51179,TC/TUR,02.03.2026,HASRET,ALCAN,T.C. İÇIŞLERI BAKANLIĞI
534,85640984863,YILDIRIM,KOPAN,25.08.2001,E/M,H67H40009,TC/TUR,07.01.2027,AMRE,CANGÜR,T.C. İÇIŞLERI BAKANLIĞI
535,98656065705,BILGIN,SERMA,02.03.1936,K/F,A89E99481,TC/TUR,16.02.2028,BEHIZA,FAZUL,T.C. İÇIŞLERI BAKANLIĞI
536,33517277111,ARSOY,BUHARI,18.01.1989,E/M,Z55A11357,ESP,10.03.2025,SATIA,İNTIHAP,T.C. İÇIŞLERI BAKANLIĞI
537,29808492277,DEMIREL,YAYAK,03.03.1975,E/M,M18M29364,NZL,17.04.2025,GÜLŞA,BOZERK,T.C. İÇIŞLERI BAKANLIĞI
538,17536747406,ÇETIN,LÜTFI,20.03.1922,E/M,E68P59633,TC/TUR,08.10.2024,SEZEN,RISALET,T.C. İÇIŞLERI BAKANLIĞI
539,10551340321,SEZER,ÖZÇAM,24.10.2007,E/M,E51P96385,TC/TUR,17.03.2024,AKYILDIZ,SAMI,T.C. İÇIŞLERI BAKANLIĞI
540,44217551196,TÜRK,BICAN,09.07.1996,E/M,N41I48101,TC/TUR,24.04.2030,DILCAN,KÖSEMEN,T.C. İÇIŞLERI BAKANLIĞI
541,95141521324,AKAR,CUMAN,02.07.1982,E/M,Y43N25131,TC/TUR,21.11.2021,ŞEVKETFEZA,TINAL,T.C. İÇIŞLERI BAKANLIĞI
542,66554254700,DURMUŞ,ÖZLEM,19.02.1961,K/F,H94E66088,TC/TUR,12.08.2028,NURŞAN,YAHŞIKAN,T.C. İÇIŞLERI BAKANLIĞI
543,90437621687,ALEMDAR,ASALET,09.05.1922,E/M,P38Z92898,TC/TUR,22.08.2026,BEHIZA,TUNÇKILIÇ,T.C. İÇIŞLERI BAKANLIĞI
544,92099005957,MANÇO,BALCA,19.01.1984,K/F,H19N38398,TC/TUR,01.02.2022,MÜMTAZE,GÜNDÜZALP,T.C. İÇIŞLERI BAKANLIĞI
545,23622023336,DEMIR,KIBAR,04.02.1974,E/M,P85O54817,TC/TUR,26.02.2026,ALGIŞ,US,T.C. İÇIŞLERI BAKANLIĞI
546,86259300415,FIRAT,ELVAN,17.09.1913,K/F,Y08I36424,TC/TUR,30.01.2023,SONNUR,HÜRDOĞAN,T.C. İÇIŞLERI BAKANLIĞI
547,10152762544,DURDU,HAYRÜNNISA,14.03.1967,K/F,T44Z34419,TC/TUR,10.05.2028,MEHRIGÜL,LÜTFI,T.C. İÇIŞLERI BAKANLIĞI
548,71833409786,SOYLU,RENGÜL,15.11.1996,K/F,H80P91874,TC/TUR,08.04.2025,SALIMET,ÜNSEVER,T.C. İÇIŞLERI BAKANLIĞI
549,14432671523,ÜLKER,GÜLEĞEN,11.09.1917,E/M,K31I40813,TC/TUR,23.05.2030,FERAHDIBA,YANKI,T.C. İÇIŞLERI BAKANLIĞI
550,59521834901,İNÖNÜ,URALTAY,10.02.1913,E/M,Y62E32030,TC/TUR,07.07.2031,SIDAR,KANAK,T.C. İÇIŞLERI BAKANLIĞI
551,49025625334,AKÇA,GÜLÇE,07.01.1968,K/F,B34A96017,TC/TUR,12.10.2026,SIDAR,AKALAN,T.C. İÇIŞLERI BAKANLIĞI
552,66553313883,İNÖNÜ,NATALIA,18.12.1914,K/F,E00B42535,TC/TUR,04.05.2026,EDAVIYE,ÖKKAŞ,T.C. İÇIŞLERI BAKANLIĞI
553,83205058354,ÖCALAN,OKBAY,05.05.1964,E/M,N98H46827,TC/TUR,10.06.2030,PEMBESIN,DURMUŞALI,T.C. İÇIŞLERI BAKANLIĞI
554,44669830617,HANÇER,FATIGÜL,04.07.1993,K/F,N68A08111,TC/TUR,08.01.2029,SANUR,NURCAN,T.C. İÇIŞLERI BAKANLIĞI
555,10706959769,YILMAZ,BURÇ,04.12.1913,E/M,I45A46481,TC/TUR,08.12.2024,LEZIZE,KAPAGAN,T.C. İÇIŞLERI BAKANLIĞI
556,99953838660,KARADENIZ,ZEYNO,23.05.1922,K/F,E61X15057,TC/TUR,11.12.2029,CANFEZA,CEBESOY,T.C. İÇIŞLERI BAKANLIĞI
557,42760146695,TARHAN,YURDASER,05.02.1913,K/F,O40M55367,TC/TUR,08.08.2022,RUMEYSA,GÖKBUDUN,T.C. İÇIŞLERI BAKANLIĞI
558,75681871446,ÇAMURCUOĞLU,RUHUGÜL,15.04.1925,K/F,T96O01166,TC/TUR,25.11.2026,ŞAZIME,ÖZBAY,T.C. İÇIŞLERI BAKANLIĞI
559,28655146009,ÇETIN,SAYDAM,13.09.1987,E/M,P89X32936,TC/TUR,30.09.2021,VACIBE,NURETDIN,T.C. İÇIŞLERI BAKANLIĞI
560,67416943177,YILMAZ,İZGÜ,03.10.1945,E/M,T85E43483,TC/TUR,04.06.2029,MIHRAB,ERKINEL,T.C. İÇIŞLERI BAKANLIĞI
561,62973298208,GÜLEN,ŞÖHRET,19.11.1939,K/F,K73X63407,TC/TUR,28.08.2030,ŞEHZA,SUNEL,T.C. İÇIŞLERI BAKANLIĞI
562,3212920162,YORULMAZ,SANCAK,22.07.1917,E/M,E60H26739,TC/TUR,27.11.2026,GÜLÜS,BAKI,T.C. İÇIŞLERI BAKANLIĞI
563,63410330994,AKÇAY,BÜNYAMÜN,14.06.1913,E/M,B55I59049,TC/TUR,21.04.2031,ÖZGE,MESTUR,T.C. İÇIŞLERI BAKANLIĞI
564,70955748730,MANSIZ,BALLI,18.05.1986,K/F,K97Z04476,TC/TUR,21.11.2025,SEFER,KIRAT,T.C. İÇIŞLERI BAKANLIĞI
565,32034719350,ÖCALAN,ALIŞIK,13.08.1948,K/F,K39P88009,TC/TUR,18.03.2025,ŞAMIHA,İNTIHAP,T.C. İÇIŞLERI BAKANLIĞI
566,11072168619,ZORLU,GÜNAR,17.01.1998,K/F,T96T73777,NER,22.10.2028,GÜLGEN,ERTUNCAY,T.C. İÇIŞLERI BAKANLIĞI
567,48693866126,TEVETOĞLU,NEZENGÜL,23.10.1920,K/F,B54N89611,TC/TUR,08.01.2023,ZÜLBIYE,ÇELIKKAN,T.C. İÇIŞLERI BAKANLIĞI
568,99209620835,FIRAT,TIMURTAŞ,17.02.1927,E/M,H66M45091,TC/TUR,11.06.2027,ÖZBILGE,ERENSOY,T.C. İÇIŞLERI BAKANLIĞI
569,72970540029,DEMIR,DILCAN,21.07.1973,K/F,O19B64839,TC/TUR,28.06.2026,GÜVERÇIN,DANIŞ,T.C. İÇIŞLERI BAKANLIĞI
570,89898007168,BILGE,SAHIL,22.01.1972,K/F,X55M76331,TC/TUR,17.07.2031,UĞUR,FATIH,T.C. İÇIŞLERI BAKANLIĞI
571,93437288036,HANÇER,ALKOR,17.01.1914,E/M,Z98Y89381,TC/TUR,07.06.2027,NEYRAN,BURAKHAN,T.C. İÇIŞLERI BAKANLIĞI
572,42155352410,İHSANOĞLU,FEYHA,04.10.1969,K/F,B52K55130,TC/TUR,01.07.2031,HÜSNÜHÂL,ÇAKIRCA,T.C. İÇIŞLERI BAKANLIĞI
573,75415325641,ÇETIN,RAYLA,29.10.1980,K/F,A17N68551,TC/TUR,27.12.2023,ASU,FILIT,T.C. İÇIŞLERI BAKANLIĞI
574,34634378843,GÜLEN,NURSIM,08.07.1932,K/F,K71Z03798,TC/TUR,21.03.2025,TANYU,GÖKÇIL,T.C. İÇIŞLERI BAKANLIĞI
575,12909486674,ERGÜL,HAYEL,27.03.1957,K/F,B41H42246,TC/TUR,05.10.2030,RENGÜL,ŞAHAT,T.C. İÇIŞLERI BAKANLIĞI
576,47817213937,TEVETOĞLU,NAKIP,30.07.1997,E/M,X02Y27390,TC/TUR,12.11.2023,SEÇGÜL,BILENDER,T.C. İÇIŞLERI BAKANLIĞI
577,82928741161,YAMAN,AKSÖĞÜT,25.04.1991,E/M,E20N23429,TC/TUR,01.06.2028,KUTUN,HACIALI,T.C. İÇIŞLERI BAKANLIĞI
578,51600090884,ASLAN,GÜNVER,01.04.1974,E/M,K44P69658,TC/TUR,20.04.2027,TURCEIN,ERDEMER,T.C. İÇIŞLERI BAKANLIĞI
579,44167435633,ŞAFAK,ÖZAY,13.05.1969,K/F,O34N60918,TC/TUR,11.07.2023,SELMIN,GÜÇAL,T.C. İÇIŞLERI BAKANLIĞI
580,92026927914,ÇAMURCUOĞLU,ARZIYE,04.01.1924,K/F,P77Z78272,TC/TUR,08.10.2026,DUHA,ŞABETTIN,T.C. İÇIŞLERI BAKANLIĞI
581,17765955348,BILGE,MUHAMMET,16.06.1993,E/M,K41B17513,TC/TUR,12.07.2031,BIRGÜL,NEHIP,T.C. İÇIŞLERI BAKANLIĞI
582,49499271146,ALEMDAR,GÜRTEN,29.08.1972,K/F,T28N98504,TC/TUR,13.11.2026,TAÇNUR,BAKI,T.C. İÇIŞLERI BAKANLIĞI
583,32003129870,YÜKSEL,GÜVERÇIN,04.10.1964,K/F,N76T91179,TC/TUR,05.08.2024,MUVAHHIDE,HATEM,T.C. İÇIŞLERI BAKANLIĞI
584,96706617711,GÜÇLÜ,SAIRE,19.05.1951,K/F,N71M69364,TC/TUR,14.03.2027,BESTE,KIRGIZ,T.C. İÇIŞLERI BAKANLIĞI
585,87187064644,ERASLAN,KIRAT,28.08.1919,E/M,N61B58173,TC/TUR,31.01.2029,HÜMEYRA,BIŞAR,T.C. İÇIŞLERI BAKANLIĞI
586,54345413436,AKÇAY,GÖKÇE,15.08.1942,K/F,A21H71458,TC/TUR,23.12.2022,KUMRAL,TAYLAK,T.C. İÇIŞLERI BAKANLIĞI
587,99971723430,ŞENER,TANSEV,09.02.2010,E/M,K60T45005,TC/TUR,07.10.2029,ÖMRIYE,SAMI,T.C. İÇIŞLERI BAKANLIĞI
588,42663695883,DURAN,İMREN,21.06.2009,E/M,K53O55246,ARG,02.06.2028,ÖZBILGE,LUTFI,T.C. İÇIŞLERI BAKANLIĞI
589,58344908070,MANSIZ,ANARGÜL,25.07.1963,K/F,M11K13946,TC/TUR,07.04.2025,NARHANIM,ÖZDAL,T.C. İÇIŞLERI BAKANLIĞI
590,89820624581,ERGÜL,SELCEN,21.02.1993,K/F,Z72H96234,TC/TUR,26.08.2024,AYCAGÜL,GÖKEN,T.C. İÇIŞLERI BAKANLIĞI
591,49948166698,YILMAZ,HEVA,07.05.1926,K/F,E72M09134,TC/TUR,23.10.2025,ZEYNO,MERDI,T.C. İÇIŞLERI BAKANLIĞI
592,48673436776,İHSANOĞLU,MISRA,13.05.1943,K/F,N86I78182,TC/TUR,25.03.2023,ŞEHREBAN,İNANÇLI,T.C. İÇIŞLERI BAKANLIĞI
593,85442818959,DUMANLI,NAZLIHAN,01.09.1946,K/F,E64Y92479,TC/TUR,31.03.2031,TAÇNUR,ÖZBILEK,T.C. İÇIŞLERI BAKANLIĞI
594,11892298357,DEMIR,FITNAT,25.06.1922,K/F,O41B41490,TC/TUR,22.12.2029,MERYEME,NABIL,T.C. İÇIŞLERI BAKANLIĞI
595,58445505565,SEVEN,ŞEFI,06.09.1977,E/M,X28I16208,TC/TUR,25.04.2029,GÜLSELIN,ALPIN,T.C. İÇIŞLERI BAKANLIĞI
596,37559995748,DEMIREL,AYDINÇ,07.11.1950,E/M,E25O47787,TC/TUR,17.02.2027,GONCAFER,BIRSEN,T.C. İÇIŞLERI BAKANLIĞI
597,66890701183,BILIR,SEÇGÜL,26.12.1982,K/F,O73I14438,COM,13.02.2025,MUFIDE,ONURCAN,T.C. İÇIŞLERI BAKANLIĞI
598,18833617266,MANSIZ,MIHRIYE,04.12.1971,K/F,O98M64894,TC/TUR,16.08.2031,SEHEL,VELITDIN,T.C. İÇIŞLERI BAKANLIĞI
599,87886742243,ERDOĞAN,İHSAN,17.05.1973,K/F,O17P82217,TC/TUR,04.08.2028,AKISE,ALAEDDIN,T.C. İÇIŞLERI BAKANLIĞI
600,56470442437,TARHAN,FERZI,16.03.2003,E/M,N45E26691,TC/TUR,12.04.2031,GABEL,HAKIKAT,T.C. İÇIŞLERI BAKANLIĞI
601,52953482276,YILDIRIM,SEZAL,31.08.1928,E/M,M11M73588,TC/TUR,19.05.2025,TULE,ONGAY,T.C. İÇIŞLERI BAKANLIĞI
602,70822711184,ERDOĞAN,ERDURSUN,17.02.1939,E/M,A08A46382,TC/TUR,28.05.2023,FADILA,TÜMER,T.C. İÇIŞLERI BAKANLIĞI
603,51267106093,ÜLKER,PAYE,15.02.1943,K/F,Y97A60172,TC/TUR,05.02.2024,PEMBESIN,AKGÖL,T.C. İÇIŞLERI BAKANLIĞI
604,72562582451,YILDIRIM,GÜLSÜ,25.12.1989,K/F,O15Y30740,TC/TUR,26.01.2022,ÖNCEL,BOZERK,T.C. İÇIŞLERI BAKANLIĞI
605,73395254738,YÜKSEL,EMINE.,22.09.1953,K/F,E19M66348,TC/TUR,24.06.2031,ZUBEYDE,BAHITTIN,T.C. İÇIŞLERI BAKANLIĞI
606,50154735170,GÜLEN,ISMIK,18.06.1971,E/M,N59B24076,TC/TUR,24.08.2030,MAHIGÜL,TATU,T.C. İÇIŞLERI BAKANLIĞI
607,10766383847,ARSOY,BILGINUR,16.04.1943,K/F,X59Z31395,ZMB,04.10.2029,PIRAN,BUHARI,T.C. İÇIŞLERI BAKANLIĞI
608,988960429,AKÇAY,SERMA,30.04.1975,K/F,B92A98747,ZWE,23.01.2022,MERIM,GÖKTEN,T.C. İÇIŞLERI BAKANLIĞI
609,69518241818,ARSOY,FILDAN,19.12.2003,K/F,O65Z15985,TC/TUR,26.02.2027,DIVAN,İLBEK,T.C. İÇIŞLERI BAKANLIĞI
610,21122537057,DURAN,HARIZ,26.06.1988,E/M,A00M46183,TC/TUR,31.10.2025,KADER,BEREN,T.C. İÇIŞLERI BAKANLIĞI
611,34813834703,KISAKÜREK,UĞURKAN,28.10.1929,E/M,E56M53513,COM,14.03.2026,GÜLFEZA,FERAT,T.C. İÇIŞLERI BAKANLIĞI
612,31588750231,TÜRK,SÜNER,11.03.1961,K/F,M79A08109,TC/TUR,24.07.2031,NATALIA,MUCAHIT,T.C. İÇIŞLERI BAKANLIĞI
613,24609759554,SOYLU,OKSEVEN,11.09.1930,E/M,N84B95716,TC/TUR,11.02.2029,RUHIDE,ERKILIÇ,T.C. İÇIŞLERI BAKANLIĞI
614,52977261864,GÜLEN,AYSEMA,07.06.1918,K/F,I13Z83484,TC/TUR,16.05.2026,TUTKUCAN,ISMIK,T.C. İÇIŞLERI BAKANLIĞI
615,83255067891,AKÇAY,EZGIN,07.05.1975,K/F,X57Y60225,TC/TUR,31.08.2022,SEVICAN,ORUÇ,T.C. İÇIŞLERI BAKANLIĞI
616,68331801291,ERTAŞ,MIYESSER,13.01.1959,K/F,Y47H15588,TC/TUR,12.08.2026,TEYBET,TUĞRULHAN,T.C. İÇIŞLERI BAKANLIĞI
617,23111290058,SAKARYA,MELIKKAN,12.04.1997,K/F,P53M91249,TC/TUR,26.04.2027,ŞEMSINISA,EDGÜBAY,T.C. İÇIŞLERI BAKANLIĞI
618,75330806086,AKAR,MEHMETZAHIR,03.12.1999,E/M,I17E91533,TC/TUR,29.10.2023,KUTGÜN,TOKTUĞ,T.C. İÇIŞLERI BAKANLIĞI
619,59890128255,AKGÜNDÜZ,ERKILIÇ,16.09.1987,E/M,H66H27535,TC/TUR,11.09.2029,ASU,FETULLAH,T.C. İÇIŞLERI BAKANLIĞI
